metric,target,year,donors_used,n_models,rmse,mae,runtime_sec,mean_single_rmse,mean_single_mae,mean_T
mean_ks,44,2018,"42,36,34,54,41,49,32",7,4.95095001136661,3.38255187417443,297.006,5.62603657552922,3.91586451689831,15.1428571428571
mean_ks,43,2017,"45,46,39,53,48,6,50",7,3.13035568998021,2.07599706960953,364.688000000001,3.41376068769315,2.30578984380341,15.5714285714286
mean_ks,45,2018,"46,48,50,43,39,53,49",7,3.28385518813501,2.17019935435273,331.015,3.82388439952215,2.54647224391858,15.4285714285714
mean_ks,44,2017,"42,36,34,54,41,49,32",7,4.0612676183704,3.00719982833719,343.675000000001,4.76509534182842,3.54466309717131,15.1428571428571
mean_ks,46,2018,"45,43,48,53,50,39,60",7,2.82773193380352,1.87473116440879,347.32,3.60005853031,2.42031100118778,15.8571428571429
mean_ks,45,2017,"46,48,50,43,39,53,49",7,3.02064781096652,1.83496040054785,364.323000000001,3.57653467691535,2.24388570128217,15.4285714285714
mean_ks,48,2018,"45,46,39,50,53,43,49",7,4.39906781275533,2.93972294254011,296.667,4.63711877631897,3.12595158395356,15.1428571428571
mean_ks,46,2017,"45,43,48,53,50,39,60",7,3.45735035919721,2.17227074275111,349.821000000001,4.0680974417801,2.66915621607474,15.8571428571429
mean_ks,49,2018,"47,34,48,44,42,40,52",7,5.03530974865681,3.66185189552282,294.757000000001,5.49563788993789,3.88176197799786,15.4285714285714
mean_ks,47,2017,"52,49,38,34,51,41,44",7,2.81440027454276,1.69249215057483,337.045000000001,3.82860595755371,2.45391480346797,15
mean_ks,50,2018,"45,48,39,46,43,49,18",7,3.06105922434548,1.99207894269802,297.129,3.58662691507726,2.41112279749537,15.2857142857143
mean_ks,48,2017,"45,46,39,50,53,43,49",7,3.70127127483559,2.43746328282209,349.031000000001,3.96313130030537,2.63018620641559,15.1428571428571
mean_ks,52,2018,"47,49,38,41,44,42,10",7,4.37973571908908,3.05393586319038,348.06,4.99046919698711,3.48877601777158,15.7142857142857
mean_ks,49,2017,"47,34,48,44,42,40,52",7,4.35565607795658,2.73139177302715,343.886999999999,4.88964802553422,3.1159812428462,15.4285714285714
mean_ks,54,2018,"66,44,36,42,34,57,2",7,5.80700421894371,4.08454117076725,354.487000000001,6.11099729321082,4.31217387797915,16
mean_ks,50,2017,"45,48,39,46,43,49,18",7,3.55238840283881,2.20966954187263,320.065000000001,3.91565480383082,2.51471888246556,15.2857142857143
mean_ks,55,2018,"35,51,57,37,41,44,54",7,4.42963059972586,3.21172530390993,339.893,5.05056399427554,3.65710360408286,15.4285714285714
mean_ks,51,2017,"41,35,55,38,57,44,36",7,4.16630215215511,2.8417003032242,321.714,4.73473771745507,3.29307557778669,15.5714285714286
mean_ks,56,2018,"58,25,50,31,45,48,23",7,3.52196516898532,2.2092610520558,355.638999999999,5.14682657134523,3.5640450939844,16
mean_ks,52,2017,"47,49,38,41,44,42,10",7,3.62058563098713,2.28255158654838,370.797000000001,4.5136935466728,2.92637207377199,15.7142857142857
mean_ks,57,2018,"41,55,51,54,38,44,1",7,3.00579714305773,1.93481230727989,348.978,4.7622172083996,3.37937913644035,15.1428571428571
mean_ks,53,2017,"39,46,48,43,45,60,8",7,3.09039588083691,1.94686262066649,368.969000000001,3.74690127211768,2.42802510831114,15.5714285714286
mean_ks,58,2018,"56,23,50,45,60,46,53",7,7.06273976870823,5.40443425414279,350.484000000001,7.29354023302765,5.54331417108138,15.7142857142857
mean_ks,59,2018,"61,40,9,64,58,37,35",7,4.4568416025809,3.05243545857659,333.008,5.39699977583166,3.82662011849183,15
mean_ks,54,2017,"66,44,36,42,34,57,2",7,6.26305157596779,4.69138641837654,400.484,6.46217413016793,4.79079078924157,16
mean_ks,60,2018,"63,53,43,46,8,33,48",7,5.14638627766257,3.28939877219003,359.746000000001,5.52518676062809,3.65014321000601,16.2857142857143
mean_ks,55,2017,"35,51,57,37,41,44,54",7,3.32103886022041,2.00110162671244,382.043999999999,4.11679778164107,2.66197798507337,15.4285714285714
mean_ks,62,2018,"63,7,60,33,8,22,28",7,5.08446170640532,3.61731634592026,382.307000000002,5.49513453188977,3.93772397315741,16.8571428571429
mean_ks,56,2017,"58,25,50,31,45,48,23",7,4.07692646284005,2.59430190363666,397.56,5.44794818391176,3.78877755953231,16
mean_ks,63,2018,"60,53,8,33,61,62,59",7,3.3920604060544,2.22464650931378,356.439000000001,5.06147725407062,3.56236090094032,16.1428571428571
mean_ks,57,2017,"41,55,51,54,38,44,1",7,3.66602189380763,2.21353916025783,387.050000000001,4.93865689618328,3.40898659403287,15.1428571428571
mean_ks,64,2018,"57,66,41,59,52,54,1",7,4.76576250282669,3.10020246732147,317.333000000001,5.64049562370652,3.88630368562298,15.1428571428571
mean_ks,58,2017,"56,23,50,45,60,46,53",7,8.09338513713431,6.22851563342834,404.060000000003,8.26366245267343,6.29956595718368,15.7142857142857
mean_ks,65,2018,"66,34,54,36,44,42,57",7,4.90391172718412,3.15424514434435,332.380000000003,5.80504711676143,3.81618312423232,15.7142857142857
mean_ks,59,2017,"61,40,9,64,58,37,35",7,6.15856517089843,4.23601208913593,396.576000000003,6.84305880818934,4.83141942582122,15
mean_ks,66,2018,"54,65,2,34,64,36,44",7,3.73068536541515,2.40111581090514,338.446,5.13330088904787,3.56246273454746,16
mean_ks,60,2017,"63,53,43,46,8,33,48",7,5.21436999660046,3.61379359758648,407.755999999999,5.49605252000198,3.87400635714352,16.2857142857143
mean_ks,61,2017,"59,30,63,58,40,14,13",7,3.30867034804139,2.14855810784205,396.397999999999,5.48956994009631,3.97133864712342,15.5714285714286
mean_ks,62,2017,"63,7,60,33,8,22,28",7,6.7094150772659,5.19946762796548,408.091999999997,6.97806433559712,5.34289654293691,16.8571428571429
mean_ks,63,2017,"60,53,8,33,61,62,59",7,3.431061107495,2.08055107754897,392.201000000001,5.22275230290212,3.63188285498464,16.1428571428571
mean_ks,64,2017,"57,66,41,59,52,54,1",7,3.89432260827545,2.41092407469238,374.083999999997,5.05117380198096,3.42301648738862,15.1428571428571
mean_ks,65,2017,"66,34,54,36,44,42,57",7,3.89353470622694,2.20717900481241,386.57,4.99219602329174,3.18667673772678,15.7142857142857
mean_ks,66,2017,"54,65,2,34,64,36,44",7,3.95824743246631,2.48201411228343,410.296999999997,5.32154852417086,3.59722391515341,16
