metric,target,year,donors_used,n_models,rmse,mae,runtime_sec,mean_single_rmse,mean_single_mae,mean_T
weighted_ks,44,2017,"41,37,1,33,56,30,10",7,4.81468039770897,3.72104953679274,316.399,5.23560544031576,4.05935912467405,15.8571428571429
weighted_ks,45,2018,"22,43,49,47,53,52,7",7,3.51343636800873,2.32734916826119,312.439000000001,3.91211995098805,2.63168075143566,15.2857142857143
weighted_ks,45,2017,"22,43,49,47,53,52,7",7,3.27179932164574,1.99911047826151,314.087,3.64895827860645,2.30557482182324,15.2857142857143
weighted_ks,46,2018,"51,36,34,42,22,33,53",7,3.04507362254559,2.01210768524508,321.98,3.34918226941829,2.25892852274538,16
weighted_ks,46,2017,"51,36,34,42,22,33,53",7,3.76772379914655,2.42331187207658,323.973,3.96355016831727,2.60296005016697,16
weighted_ks,48,2018,"16,50,15,40,23,49,24",7,3.66151612428679,2.41671371704023,304.679,3.95759777860736,2.69048746932044,15.8571428571429
weighted_ks,47,2017,"50,49,43,45,3,26,40",7,2.84687217572528,1.80552529530302,291.295999999999,3.42770846986556,2.23995826635506,14.7142857142857
weighted_ks,49,2018,"43,40,47,6,26,22,45",7,4.88935994989928,3.48331689363975,281.282000000001,5.05996280289169,3.58213849741325,15
weighted_ks,48,2017,"16,50,15,40,23,49,24",7,3.12882481342845,1.96011721391634,326.418999999999,3.44337033367208,2.24794854281177,15.8571428571429
weighted_ks,50,2018,"47,3,40,43,48,49,27",7,2.83568319024589,1.83390890858862,288.407999999999,3.5173987141601,2.3830673688566,15.4285714285714
weighted_ks,49,2017,"43,40,47,6,26,22,45",7,4.44432104267576,2.69752164181858,283.423999999998,4.6247224607557,2.87205175132156,15
weighted_ks,52,2018,"53,22,51,7,34,32,31",7,3.49455218302285,2.23919444822298,323.261,3.69373496124109,2.38655500946252,15.4285714285714
weighted_ks,50,2017,"47,3,40,43,48,49,27",7,3.21512402545384,1.96657757415449,288.81,3.71063121127324,2.39830162750957,15.4285714285714
weighted_ks,54,2018,"60,55,57,58,56,37,1",7,3.6830435146699,2.5014891448895,337.832000000001,4.34138651660085,2.98414758701585,15.5714285714286
weighted_ks,51,2017,"46,36,34,52,42,22,53",7,2.96695766187728,1.8938068377871,280.495999999999,3.19011313607267,2.07173096498642,15.2857142857143
weighted_ks,55,2018,"37,54,1,44,56,41,10",7,4.00991772608331,2.74828353583726,325.000999999999,4.85223932791701,3.47471492355838,15.1428571428571
weighted_ks,52,2017,"53,22,51,7,34,32,31",7,3.85729682940218,2.31533975516136,327.960000000001,4.01260548123537,2.44643072176621,15.4285714285714
weighted_ks,56,2018,"1,37,10,25,5,54,8",7,3.24810604717894,2.1019424159586,334.336000000002,4.49446362694951,3.12665383286787,15.2857142857143
weighted_ks,53,2017,"52,7,32,31,22,34,13",7,3.01135790928695,1.82418045029455,325.323000000001,3.34492262481693,2.08261043998183,15.1428571428571
weighted_ks,57,2018,"58,60,54,55,56,1,37",7,3.20385288073881,2.09342286960178,350.045,4.32082445902331,3.03929945572736,15.4285714285714
weighted_ks,54,2017,"60,55,57,58,56,37,1",7,4.00242923063339,2.85637654247646,339.426,4.49766229708087,3.21336383015323,15.5714285714286
weighted_ks,58,2018,"57,54,60,55,56,1,37",7,4.36604214233911,2.95142616037145,336.906999999998,4.8044778313845,3.32033916438977,15.2857142857143
weighted_ks,55,2017,"37,54,1,44,56,41,10",7,3.25826211828221,1.95524933408031,325.617999999999,4.32955993455451,2.93365743854553,15.1428571428571
weighted_ks,56,2017,"1,37,10,25,5,54,8",7,3.5670534219277,2.2618423488011,327.725000000002,4.67169177057537,3.24564268950732,15.2857142857143
weighted_ks,59,2018,"63,62,66,61,64,65,58",7,3.71591246959172,2.29666262327406,354.843999999998,4.42101916409747,2.87737769629401,16.2857142857143
weighted_ks,57,2017,"58,60,54,55,56,1,37",7,2.92192451394505,1.56561244880014,343.206000000002,4.10030966789007,2.69911472121874,15.4285714285714
weighted_ks,60,2018,"54,57,58,55,56,37,1",7,3.93974648465124,2.24804728472738,332.321,4.64286683059577,2.92384506393958,15.2857142857143
weighted_ks,58,2017,"57,54,60,55,56,1,37",7,5.18232164668781,3.54871038510154,341.666,5.46756159577029,3.78962432995668,15.2857142857143
weighted_ks,62,2018,"63,59,66,61,65,64,58",7,2.73747080311773,1.69062178141211,360.120999999999,3.71467318591754,2.42605509399658,16.2857142857143
weighted_ks,63,2018,"62,59,64,66,61,65,58",7,4.71995438565878,3.07985983370611,347.711,5.11295658014686,3.43137816648116,16.1428571428571
weighted_ks,59,2017,"63,62,66,61,64,65,58",7,5.2815640720549,3.35814875582661,373.558999999999,5.78312983076537,3.77939040037723,16.2857142857143
weighted_ks,64,2018,"61,63,62,59,66,65,58",7,4.65534327007069,2.97888834118346,332.577000000002,5.48881601449197,3.67769109876935,16.1428571428571
weighted_ks,60,2017,"54,57,58,55,56,37,1",7,3.03458582932187,1.80877710288947,335.670999999998,3.88158992256845,2.56324826821246,15.2857142857143
weighted_ks,65,2018,"66,62,63,59,61,64,58",7,4.70487730671851,2.96438706544697,330.090999999999,5.4319879530113,3.51469517339434,15.8571428571429
weighted_ks,61,2017,"64,62,63,59,66,65,58",7,3.71962874871396,2.52142781018987,373.968000000001,4.33925881918675,2.9827633853195,16.2857142857143
weighted_ks,66,2018,"65,62,63,59,64,61,58",7,4.51048654147818,3.02345690513373,333.92,5.05459507302548,3.44396018267276,16
weighted_ks,62,2017,"63,59,66,61,65,64,58",7,3.11914803945362,1.84415006365321,361.773999999998,4.12439563648621,2.71845433945394,16.2857142857143
weighted_ks,63,2017,"62,59,64,66,61,65,58",7,4.66467829913531,3.08487806259102,353.133000000002,5.10087299716456,3.44588415663665,16.1428571428571
weighted_ks,64,2017,"61,63,62,59,66,65,58",7,4.03821236291094,2.53851102727075,355.673999999997,4.9346681419728,3.24166685642843,16.1428571428571
weighted_ks,65,2017,"66,62,63,59,61,64,58",7,4.29898104989324,2.54068591585198,349.884000000004,4.99010202735889,3.16218429613414,15.8571428571429
weighted_ks,66,2017,"65,62,63,59,64,61,58",7,4.78524358602237,3.10158779930732,366.641,5.31180010028835,3.52465273508738,16
