target,donor,geo_distance
10,31,0.03865979073637099
10,59,0.039120555338594126
10,36,0.04014095564943615
10,30,0.04049936820494857
10,54,0.04077880932665884
10,16,0.04111876092491113
10,37,0.04414506841970003
10,32,0.04422649642216751
10,58,0.044503331176216465
10,55,0.045144856744152
10,17,0.047155623190135026
10,49,0.050056747019557674
10,57,0.051003352761264664
10,33,0.05144066697555544
10,18,0.05206384323654945
10,56,0.05231084600520247
10,50,0.05470194685548217
10,19,0.055644011060400705
10,61,0.057943608547017536
10,20,0.05988317840504123
10,51,0.0608540599348967
10,62,0.06092991160710807
10,63,0.0640497044793339
10,66,0.06504372211405195
10,21,0.06515342988500294
10,65,0.06617760934371995
10,64,0.06804283271425438
10,22,0.06968723738569348
10,38,0.08358724826461271
10,39,0.08776248871243338
10,43,0.08853833793210712
10,44,0.08985654483614419
10,42,0.09228055948817168
10,41,0.09254457793831035
10,40,0.09459964791398534
11,12,0.003581235820216237
11,10,0.005253619873953546
11,9,0.006492719136078509
11,13,0.006993474069444982
11,23,0.012077415157640319
11,7,0.013263345199835571
11,8,0.014242397861315327
11,45,0.01564049978261564
11,24,0.01566005986227384
11,26,0.01580269027033052
11,6,0.016298746509471253
11,5,0.019524804736539586
11,25,0.020045827241099316
11,14,0.020725212466462205
11,34,0.020897389180469447
11,4,0.021796733274736323
11,46,0.02251720884346018
11,27,0.023326824813720354
11,3,0.024899641742201842
11,28,0.027266704943025324
11,2,0.0278491876982076
11,47,0.029121089160434908
11,29,0.031251649956442286
11,1,0.03134584685233432
11,35,0.03151855961175893
11,15,0.032697671882872634
11,31,0.033424678540862576
11,48,0.034804238215769084
11,30,0.03526841649096259
11,36,0.03562016011263848
11,16,0.03609146225605164
11,52,0.036628249377359
11,32,0.03897288320101554
11,37,0.039468672703803956
11,53,0.04193236072271629
11,17,0.04217355545706341
11,60,0.04239394492802011
11,59,0.044329722374271685
11,49,0.04588621776045613
11,54,0.04598742356166515
11,33,0.0462129677676083
11,18,0.04704951296007217
11,58,0.049751943178131225
11,55,0.05035290634005155
11,50,0.050583996625019646
11,19,0.050627621797690626
11,20,0.054858328369081756
11,57,0.0562569691495196
11,51,0.056792407677259134
11,56,0.05753978393737679
11,21,0.060139850348999026
11,61,0.06288746051392122
11,22,0.06470393565657347
11,62,0.06595270469730562
